id	resolution	upstream	target	note
DZ-30	upstream	iso-3166-2-subdivisions		
DZ-31	upstream	iso-3166-2-subdivisions		
DZ-32	upstream	iso-3166-2-subdivisions		
DZ-33	upstream	iso-3166-2-subdivisions		
DZ-34	upstream	iso-3166-2-subdivisions		
DZ-35	upstream	iso-3166-2-subdivisions		
DZ-36	upstream	iso-3166-2-subdivisions		
DZ-37	upstream	iso-3166-2-subdivisions		
DZ-38	upstream	iso-3166-2-subdivisions		
DZ-39	upstream	iso-3166-2-subdivisions		
DZ-40	upstream	iso-3166-2-subdivisions		
DZ-41	upstream	iso-3166-2-subdivisions		
DZ-42	upstream	iso-3166-2-subdivisions		
DZ-43	upstream	iso-3166-2-subdivisions		
DZ-44	upstream	iso-3166-2-subdivisions		
DZ-45	upstream	iso-3166-2-subdivisions		
DZ-46	upstream	iso-3166-2-subdivisions		
DZ-47	upstream	iso-3166-2-subdivisions		
DZ-48	upstream	iso-3166-2-subdivisions		
DZ-49	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-50	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-51	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-52	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-53	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-54	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-55	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-56	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-57	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
DZ-58	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EC	upstream	iso-3166-1-countries		
EC-A	upstream	iso-3166-2-subdivisions		
EC-B	upstream	iso-3166-2-subdivisions		
EC-C	upstream	iso-3166-2-subdivisions		
EC-D	upstream	iso-3166-2-subdivisions		
EC-E	upstream	iso-3166-2-subdivisions		
EC-F	upstream	iso-3166-2-subdivisions		
EC-G	upstream	iso-3166-2-subdivisions		
EC-H	upstream	iso-3166-2-subdivisions		
EC-I	upstream	iso-3166-2-subdivisions		
EC-L	upstream	iso-3166-2-subdivisions		
EC-M	upstream	iso-3166-2-subdivisions		
EC-N	upstream	iso-3166-2-subdivisions		
EC-O	upstream	iso-3166-2-subdivisions		
EC-P	upstream	iso-3166-2-subdivisions		
EC-R	upstream	iso-3166-2-subdivisions		
EC-S	upstream	iso-3166-2-subdivisions		
EC-SD	upstream	iso-3166-2-subdivisions		
EC-SE	upstream	iso-3166-2-subdivisions		
EC-T	upstream	iso-3166-2-subdivisions		
EC-U	upstream	iso-3166-2-subdivisions		
EC-W	upstream	iso-3166-2-subdivisions		
EC-X	upstream	iso-3166-2-subdivisions		
EC-Y	upstream	iso-3166-2-subdivisions		
EC-Z	upstream	iso-3166-2-subdivisions		
EE	upstream	iso-3166-1-countries		
EE-130	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-141	placeholder-circle	iso-3166-2-placeholder-circle		parent=EE-37
EE-142	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-171	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-205	placeholder-circle	iso-3166-2-placeholder-circle		parent=EE-39
EE-214	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-245	placeholder-circle	iso-3166-2-placeholder-circle		parent=EE-37
EE-247	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-251	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-255	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-321	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-37	upstream	iso-3166-2-subdivisions		
EE-39	upstream	iso-3166-2-subdivisions		
EE-430	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-431	placeholder-circle	iso-3166-2-placeholder-circle		parent=EE-37
EE-44	upstream	iso-3166-2-subdivisions		
EE-441	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-442	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-45	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-49	upstream	iso-3166-2-subdivisions		
EE-50	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-51	upstream	iso-3166-2-subdivisions		
EE-514	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-52	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-557	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-56	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-57	upstream	iso-3166-2-subdivisions		
EE-586	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-59	upstream	iso-3166-2-subdivisions		
EE-60	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-615	placeholder-circle	iso-3166-2-placeholder-circle		parent=EE-84
EE-618	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-638	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-64	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-65	upstream	iso-3166-2-subdivisions		
EE-67	upstream	iso-3166-2-subdivisions		
EE-68	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-698	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-70	upstream	iso-3166-2-subdivisions		
EE-71	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-735	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-74	upstream	iso-3166-2-subdivisions		
EE-78	upstream	iso-3166-2-subdivisions		
EE-79	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-809	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-81	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-82	upstream	iso-3166-2-subdivisions		
EE-834	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-84	upstream	iso-3166-2-subdivisions		
EE-86	upstream	iso-3166-2-subdivisions		
EE-87	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EE-928	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EG	upstream	iso-3166-1-countries		
EG-ALX	upstream	iso-3166-2-subdivisions		
EG-ASN	upstream	iso-3166-2-subdivisions		
EG-AST	upstream	iso-3166-2-subdivisions		
EG-BA	upstream	iso-3166-2-subdivisions		
EG-BH	upstream	iso-3166-2-subdivisions		
EG-BNS	upstream	iso-3166-2-subdivisions		
EG-C	upstream	iso-3166-2-subdivisions		
EG-DK	upstream	iso-3166-2-subdivisions		
EG-DT	upstream	iso-3166-2-subdivisions		
EG-FYM	upstream	iso-3166-2-subdivisions		
EG-GH	upstream	iso-3166-2-subdivisions		
EG-GZ	upstream	iso-3166-2-subdivisions		
EG-HU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EG-IS	upstream	iso-3166-2-subdivisions		
EG-JS	upstream	iso-3166-2-subdivisions		
EG-KB	upstream	iso-3166-2-subdivisions		
EG-KFS	upstream	iso-3166-2-subdivisions		
EG-KN	upstream	iso-3166-2-subdivisions		
EG-LX	upstream	iso-3166-2-subdivisions		
EG-MN	upstream	iso-3166-2-subdivisions		
EG-MNF	upstream	iso-3166-2-subdivisions		
EG-MT	upstream	iso-3166-2-subdivisions		
EG-PTS	upstream	iso-3166-2-subdivisions		
EG-SHG	upstream	iso-3166-2-subdivisions		
EG-SHR	upstream	iso-3166-2-subdivisions		
EG-SIN	upstream	iso-3166-2-subdivisions		
EG-SU	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
EG-SUZ	upstream	iso-3166-2-subdivisions		
EG-WAD	upstream	iso-3166-2-subdivisions		
EH	upstream	iso-3166-1-countries		
ER	upstream	iso-3166-1-countries		
ER-AN	upstream	iso-3166-2-subdivisions		
ER-DK	upstream	iso-3166-2-subdivisions		
ER-DU	upstream	iso-3166-2-subdivisions		
ER-GB	upstream	iso-3166-2-subdivisions		
ER-MA	upstream	iso-3166-2-subdivisions		
ER-SK	upstream	iso-3166-2-subdivisions		
ES	upstream	iso-3166-1-countries		
ES-A	upstream	iso-3166-2-subdivisions		
ES-AB	upstream	iso-3166-2-subdivisions		
ES-AL	upstream	iso-3166-2-subdivisions		
ES-AN	dissolved	iso-3166-2-es-autonomous-community		
ES-AR	dissolved	iso-3166-2-es-autonomous-community		
ES-AS	dissolved	iso-3166-2-es-autonomous-community		
ES-AV	upstream	iso-3166-2-subdivisions		
ES-B	upstream	iso-3166-2-subdivisions		
ES-BA	upstream	iso-3166-2-subdivisions		
ES-BI	upstream	iso-3166-2-subdivisions		
ES-BU	upstream	iso-3166-2-subdivisions		
ES-C	upstream	iso-3166-2-subdivisions		
ES-CA	upstream	iso-3166-2-subdivisions		
ES-CB	dissolved	iso-3166-2-es-autonomous-community		
ES-CC	upstream	iso-3166-2-subdivisions		
ES-CE	upstream	iso-3166-2-subdivisions		
ES-CL	dissolved	iso-3166-2-es-autonomous-community		
ES-CM	dissolved	iso-3166-2-es-autonomous-community		
ES-CN	dissolved	iso-3166-2-es-autonomous-community		
ES-CO	upstream	iso-3166-2-subdivisions		
ES-CR	upstream	iso-3166-2-subdivisions		
ES-CS	upstream	iso-3166-2-subdivisions		
ES-CT	dissolved	iso-3166-2-es-autonomous-community		
ES-CU	upstream	iso-3166-2-subdivisions		
ES-EX	dissolved	iso-3166-2-es-autonomous-community		
ES-GA	dissolved	iso-3166-2-es-autonomous-community		
ES-GC	upstream	iso-3166-2-subdivisions		
ES-GI	upstream	iso-3166-2-subdivisions		
ES-GR	upstream	iso-3166-2-subdivisions		
ES-GU	upstream	iso-3166-2-subdivisions		
ES-H	upstream	iso-3166-2-subdivisions		
ES-HU	upstream	iso-3166-2-subdivisions		
ES-IB	dissolved	iso-3166-2-es-autonomous-community		
ES-J	upstream	iso-3166-2-subdivisions		
ES-L	upstream	iso-3166-2-subdivisions		
ES-LE	upstream	iso-3166-2-subdivisions		
ES-LO	upstream	iso-3166-2-subdivisions		
ES-LU	upstream	iso-3166-2-subdivisions		
ES-M	upstream	iso-3166-2-subdivisions		
ES-MA	upstream	iso-3166-2-subdivisions		
ES-MC	dissolved	iso-3166-2-es-autonomous-community		
ES-MD	dissolved	iso-3166-2-es-autonomous-community		
ES-ML	upstream	iso-3166-2-subdivisions		
ES-MU	upstream	iso-3166-2-subdivisions		
ES-NA	upstream	iso-3166-2-subdivisions		
ES-NC	dissolved	iso-3166-2-es-autonomous-community		
ES-O	upstream	iso-3166-2-subdivisions		
ES-OR	upstream	iso-3166-2-subdivisions		
ES-P	upstream	iso-3166-2-subdivisions		
ES-PM	upstream	iso-3166-2-subdivisions		
ES-PO	upstream	iso-3166-2-subdivisions		
ES-PV	dissolved	iso-3166-2-es-autonomous-community		
ES-RI	dissolved	iso-3166-2-es-autonomous-community		
ES-S	upstream	iso-3166-2-subdivisions		
ES-SA	upstream	iso-3166-2-subdivisions		
ES-SE	upstream	iso-3166-2-subdivisions		
ES-SG	upstream	iso-3166-2-subdivisions		
ES-SO	upstream	iso-3166-2-subdivisions		
ES-SS	upstream	iso-3166-2-subdivisions		
ES-T	upstream	iso-3166-2-subdivisions		
ES-TE	upstream	iso-3166-2-subdivisions		
ES-TF	upstream	iso-3166-2-subdivisions		
ES-TO	upstream	iso-3166-2-subdivisions		
ES-V	upstream	iso-3166-2-subdivisions		
ES-VA	upstream	iso-3166-2-subdivisions		
ES-VC	dissolved	iso-3166-2-es-autonomous-community		
ES-VI	upstream	iso-3166-2-subdivisions		
ES-Z	upstream	iso-3166-2-subdivisions		
ES-ZA	upstream	iso-3166-2-subdivisions		
ET	upstream	iso-3166-1-countries		
ET-AA	upstream	iso-3166-2-subdivisions		
ET-AF	upstream	iso-3166-2-subdivisions		
ET-AM	upstream	iso-3166-2-subdivisions		
ET-BE	upstream	iso-3166-2-subdivisions		
ET-DD	upstream	iso-3166-2-subdivisions		
ET-GA	upstream	iso-3166-2-subdivisions		
ET-HA	upstream	iso-3166-2-subdivisions		
ET-OR	upstream	iso-3166-2-subdivisions		
ET-SI	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ET-SN	upstream	iso-3166-2-subdivisions		
ET-SO	upstream	iso-3166-2-subdivisions		
ET-SW	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
ET-TI	upstream	iso-3166-2-subdivisions		
FI	upstream	iso-3166-1-countries		
FI-01	alias-symlink	iso-3166-1-countries	AX	dual-coded with ISO 3166-1
FI-02	upstream	iso-3166-2-subdivisions		
FI-03	upstream	iso-3166-2-subdivisions		
FI-04	upstream	iso-3166-2-subdivisions		
FI-05	upstream	iso-3166-2-subdivisions		
FI-06	upstream	iso-3166-2-subdivisions		
FI-07	upstream	iso-3166-2-subdivisions		
FI-08	upstream	iso-3166-2-subdivisions		
FI-09	upstream	iso-3166-2-subdivisions		
FI-10	upstream	iso-3166-2-subdivisions		
FI-11	upstream	iso-3166-2-subdivisions		
FI-12	upstream	iso-3166-2-subdivisions		
FI-13	upstream	iso-3166-2-subdivisions		
FI-14	upstream	iso-3166-2-subdivisions		
FI-15	upstream	iso-3166-2-subdivisions		
FI-16	upstream	iso-3166-2-subdivisions		
FI-17	upstream	iso-3166-2-subdivisions		
FI-18	upstream	iso-3166-2-subdivisions		
FI-19	upstream	iso-3166-2-subdivisions		
FI-IS	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FI-LL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FI-LS	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FI-OL	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FJ	upstream	iso-3166-1-countries		
FJ-01	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-W
FJ-02	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-N
FJ-03	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-N
FJ-04	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-E
FJ-05	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-E
FJ-06	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-E
FJ-07	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-N
FJ-08	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-W
FJ-09	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-C
FJ-10	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-C
FJ-11	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-W
FJ-12	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-C
FJ-13	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-C
FJ-14	placeholder-circle	iso-3166-2-placeholder-circle		parent=FJ-C
FJ-C	upstream	iso-3166-2-subdivisions		
FJ-E	upstream	iso-3166-2-subdivisions		
FJ-N	upstream	iso-3166-2-subdivisions		
FJ-R	upstream	iso-3166-2-subdivisions		
FJ-W	upstream	iso-3166-2-subdivisions		
FK	upstream	iso-3166-1-countries		
FM	upstream	iso-3166-1-countries		
FM-KSA	upstream	iso-3166-2-subdivisions		
FM-PNI	upstream	iso-3166-2-subdivisions		
FM-TRK	upstream	iso-3166-2-subdivisions		
FM-YAP	upstream	iso-3166-2-subdivisions		
FO	upstream	iso-3166-1-countries		
FR	upstream	iso-3166-1-countries		
FR-01	upstream	iso-3166-2-subdivisions		
FR-02	upstream	iso-3166-2-subdivisions		
FR-03	upstream	iso-3166-2-subdivisions		
FR-04	upstream	iso-3166-2-subdivisions		
FR-05	upstream	iso-3166-2-subdivisions		
FR-06	upstream	iso-3166-2-subdivisions		
FR-07	upstream	iso-3166-2-subdivisions		
FR-08	upstream	iso-3166-2-subdivisions		
FR-09	upstream	iso-3166-2-subdivisions		
FR-10	upstream	iso-3166-2-subdivisions		
FR-11	upstream	iso-3166-2-subdivisions		
FR-12	upstream	iso-3166-2-subdivisions		
FR-13	upstream	iso-3166-2-subdivisions		
FR-14	upstream	iso-3166-2-subdivisions		
FR-15	upstream	iso-3166-2-subdivisions		
FR-16	upstream	iso-3166-2-subdivisions		
FR-17	upstream	iso-3166-2-subdivisions		
FR-18	upstream	iso-3166-2-subdivisions		
FR-19	upstream	iso-3166-2-subdivisions		
FR-20R	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-21	upstream	iso-3166-2-subdivisions		
FR-22	upstream	iso-3166-2-subdivisions		
FR-23	upstream	iso-3166-2-subdivisions		
FR-24	upstream	iso-3166-2-subdivisions		
FR-25	upstream	iso-3166-2-subdivisions		
FR-26	upstream	iso-3166-2-subdivisions		
FR-27	upstream	iso-3166-2-subdivisions		
FR-28	upstream	iso-3166-2-subdivisions		
FR-29	upstream	iso-3166-2-subdivisions		
FR-2A	upstream	iso-3166-2-subdivisions		
FR-2B	upstream	iso-3166-2-subdivisions		
FR-30	upstream	iso-3166-2-subdivisions		
FR-31	upstream	iso-3166-2-subdivisions		
FR-32	upstream	iso-3166-2-subdivisions		
FR-33	upstream	iso-3166-2-subdivisions		
FR-34	upstream	iso-3166-2-subdivisions		
FR-35	upstream	iso-3166-2-subdivisions		
FR-36	upstream	iso-3166-2-subdivisions		
FR-37	upstream	iso-3166-2-subdivisions		
FR-38	upstream	iso-3166-2-subdivisions		
FR-39	upstream	iso-3166-2-subdivisions		
FR-40	upstream	iso-3166-2-subdivisions		
FR-41	upstream	iso-3166-2-subdivisions		
FR-42	upstream	iso-3166-2-subdivisions		
FR-43	upstream	iso-3166-2-subdivisions		
FR-44	upstream	iso-3166-2-subdivisions		
FR-45	upstream	iso-3166-2-subdivisions		
FR-46	upstream	iso-3166-2-subdivisions		
FR-47	upstream	iso-3166-2-subdivisions		
FR-48	upstream	iso-3166-2-subdivisions		
FR-49	upstream	iso-3166-2-subdivisions		
FR-50	upstream	iso-3166-2-subdivisions		
FR-51	upstream	iso-3166-2-subdivisions		
FR-52	upstream	iso-3166-2-subdivisions		
FR-53	upstream	iso-3166-2-subdivisions		
FR-54	upstream	iso-3166-2-subdivisions		
FR-55	upstream	iso-3166-2-subdivisions		
FR-56	upstream	iso-3166-2-subdivisions		
FR-57	upstream	iso-3166-2-subdivisions		
FR-58	upstream	iso-3166-2-subdivisions		
FR-59	upstream	iso-3166-2-subdivisions		
FR-60	upstream	iso-3166-2-subdivisions		
FR-61	upstream	iso-3166-2-subdivisions		
FR-62	upstream	iso-3166-2-subdivisions		
FR-63	upstream	iso-3166-2-subdivisions		
FR-64	upstream	iso-3166-2-subdivisions		
FR-65	upstream	iso-3166-2-subdivisions		
FR-66	upstream	iso-3166-2-subdivisions		
FR-67	upstream	iso-3166-2-subdivisions		
FR-68	upstream	iso-3166-2-subdivisions		
FR-69	upstream	iso-3166-2-subdivisions		
FR-6AE	placeholder-circle	iso-3166-2-placeholder-circle		parent=FR-GES
FR-70	upstream	iso-3166-2-subdivisions		
FR-71	upstream	iso-3166-2-subdivisions		
FR-72	upstream	iso-3166-2-subdivisions		
FR-73	upstream	iso-3166-2-subdivisions		
FR-74	upstream	iso-3166-2-subdivisions		
FR-75	upstream	iso-3166-2-subdivisions		
FR-75C	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-76	upstream	iso-3166-2-subdivisions		
FR-77	upstream	iso-3166-2-subdivisions		
FR-78	upstream	iso-3166-2-subdivisions		
FR-79	upstream	iso-3166-2-subdivisions		
FR-80	upstream	iso-3166-2-subdivisions		
FR-81	upstream	iso-3166-2-subdivisions		
FR-82	upstream	iso-3166-2-subdivisions		
FR-83	upstream	iso-3166-2-subdivisions		
FR-84	upstream	iso-3166-2-subdivisions		
FR-85	upstream	iso-3166-2-subdivisions		
FR-86	upstream	iso-3166-2-subdivisions		
FR-87	upstream	iso-3166-2-subdivisions		
FR-88	upstream	iso-3166-2-subdivisions		
FR-89	upstream	iso-3166-2-subdivisions		
FR-90	upstream	iso-3166-2-subdivisions		
FR-91	upstream	iso-3166-2-subdivisions		
FR-92	upstream	iso-3166-2-subdivisions		
FR-93	upstream	iso-3166-2-subdivisions		
FR-94	upstream	iso-3166-2-subdivisions		
FR-95	upstream	iso-3166-2-subdivisions		
FR-971	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-972	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-973	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-974	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-976	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
FR-A	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-ARA	dissolved	iso-3166-2-fr-region-current		
FR-B	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-BFC	dissolved	iso-3166-2-fr-region-current		
FR-BL	alias-symlink	iso-3166-1-countries	BL	
FR-BRE	dissolved	iso-3166-2-fr-region-current		
FR-C	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-COR	dissolved	iso-3166-2-fr-region-current		
FR-CP	synthetic	iso-3166-2-fr-synthetic		
FR-CVL	dissolved	iso-3166-2-fr-region-current		
FR-D	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-E	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-F	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-G	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-GES	dissolved	iso-3166-2-fr-region-current		
FR-GF	upstream	iso-3166-2-subdivisions		
FR-GP	upstream	iso-3166-2-subdivisions		
FR-H	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-HDF	dissolved	iso-3166-2-fr-region-current		
FR-I	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-IDF	dissolved	iso-3166-2-fr-region-current		
FR-J	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-K	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-L	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-M	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-MF	alias-symlink	iso-3166-1-countries	MF	
FR-MQ	upstream	iso-3166-2-subdivisions		
FR-N	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-NAQ	dissolved	iso-3166-2-fr-region-current		
FR-NC	alias-symlink	iso-3166-1-countries	NC	
FR-NOR	dissolved	iso-3166-2-fr-region-current		
FR-O	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-OCC	dissolved	iso-3166-2-fr-region-current		
FR-P	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-PAC	dissolved	iso-3166-2-fr-region-current		
FR-PDL	dissolved	iso-3166-2-fr-region-current		
FR-PF	alias-symlink	iso-3166-1-countries	PF	
FR-PM	alias-symlink	iso-3166-1-countries	PM	
FR-Q	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-R	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-RE	upstream	iso-3166-2-subdivisions		
FR-S	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-T	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-TF	alias-symlink	iso-3166-1-countries	TF	
FR-U	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-V	dissolved	iso-3166-2-fr-region-historic		historical region, pre-2016
FR-WF	alias-symlink	iso-3166-1-countries	WF	
FR-YT	upstream	iso-3166-2-subdivisions		
GA	upstream	iso-3166-1-countries		
GA-1	upstream	iso-3166-2-subdivisions		
GA-2	upstream	iso-3166-2-subdivisions		
GA-3	upstream	iso-3166-2-subdivisions		
GA-4	upstream	iso-3166-2-subdivisions		
GA-5	upstream	iso-3166-2-subdivisions		
GA-6	upstream	iso-3166-2-subdivisions		
GA-7	upstream	iso-3166-2-subdivisions		
GA-8	upstream	iso-3166-2-subdivisions		
GA-9	upstream	iso-3166-2-subdivisions		
GB	upstream	iso-3166-1-countries		
GB-ABC	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-ABD	upstream	iso-3166-2-subdivisions		
GB-ABE	upstream	iso-3166-2-subdivisions		
GB-AGB	upstream	iso-3166-2-subdivisions		
GB-AGY	upstream	iso-3166-2-subdivisions		
GB-AND	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-ANN	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-ANS	upstream	iso-3166-2-subdivisions		
GB-ANT	upstream	iso-3166-2-subdivisions		
GB-ARD	upstream	iso-3166-2-subdivisions		
GB-ARM	upstream	iso-3166-2-subdivisions		
GB-BAS	upstream	iso-3166-2-subdivisions		
GB-BBD	upstream	iso-3166-2-subdivisions		
GB-BCP	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
GB-BDF	upstream	iso-3166-2-subdivisions		
GB-BDG	upstream	iso-3166-2-subdivisions		
GB-BEN	upstream	iso-3166-2-subdivisions		
GB-BEX	upstream	iso-3166-2-subdivisions		
GB-BFS	upstream	iso-3166-2-subdivisions		
GB-BGE	upstream	iso-3166-2-subdivisions		
GB-BGW	upstream	iso-3166-2-subdivisions		
GB-BIR	upstream	iso-3166-2-subdivisions		
GB-BKM	upstream	iso-3166-2-subdivisions		
GB-BLA	upstream	iso-3166-2-subdivisions		
GB-BLY	upstream	iso-3166-2-subdivisions		
GB-BMH	upstream	iso-3166-2-subdivisions		
GB-BNB	upstream	iso-3166-2-subdivisions		
GB-BNE	upstream	iso-3166-2-subdivisions		
GB-BNH	upstream	iso-3166-2-subdivisions		
GB-BNS	upstream	iso-3166-2-subdivisions		
GB-BOL	upstream	iso-3166-2-subdivisions		
GB-BPL	upstream	iso-3166-2-subdivisions		
GB-BRC	upstream	iso-3166-2-subdivisions		
GB-BRD	upstream	iso-3166-2-subdivisions		
GB-BRY	upstream	iso-3166-2-subdivisions		
GB-BST	upstream	iso-3166-2-subdivisions		
GB-BUR	upstream	iso-3166-2-subdivisions		
GB-CAM	upstream	iso-3166-2-subdivisions		
GB-CAY	upstream	iso-3166-2-subdivisions		
GB-CBF	upstream	iso-3166-2-subdivisions		
GB-CCG	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-NIR
GB-CGN	upstream	iso-3166-2-subdivisions		
GB-CGV	upstream	iso-3166-2-subdivisions		
GB-CHE	upstream	iso-3166-2-subdivisions		
GB-CHS	placeholder-circle	iso-3166-2-placeholder-circle		parent=GB-ENG
GB-CHW	upstream	iso-3166-2-subdivisions		
GB-CKF	upstream	iso-3166-2-subdivisions		
GB-CKT	upstream	iso-3166-2-subdivisions		
GB-CLD	upstream	iso-3166-2-subdivisions		
GB-CLK	upstream	iso-3166-2-subdivisions		
GB-CLR	upstream	iso-3166-2-subdivisions		
GB-CMA	upstream	iso-3166-2-subdivisions		
GB-CMD	upstream	iso-3166-2-subdivisions		
GB-CMN	upstream	iso-3166-2-subdivisions		
GB-CON	upstream	iso-3166-2-subdivisions		
GB-COV	upstream	iso-3166-2-subdivisions		
GB-CRF	upstream	iso-3166-2-subdivisions		
